x,y,periodo,fuente
-84.0784765,9.9271244,2024_2,Vivienda
-84.0411929,9.932062,2024_2,Vivienda
-84.0147195,9.9350432,2024_2,Vivienda
-84.380259,9.9787131,2024_2,Vivienda
-84.238417,9.8416573,2024_2,Vivienda
-84.0682753,10.0292456,2024_2,Vivienda
-84.0716817,9.9547795,2024_2,Vivienda
-84.02202980000001,9.9546686,2024_2,Vivienda
-84.0963568,9.9968552,2024_2,Vivienda
-83.9880863,9.9060735,2024_2,Vivienda
-84.0719554,9.8904806,2024_2,Vivienda
-84.03128170000001,9.9450974,2024_2,Vivienda
-83.9880863,9.9060735,2024_2,Vivienda
-84.4378495,10.060727,2024_2,Vivienda
-84.667374,9.9906919,2024_2,Vivienda
-84.1593285,10.0383233,2024_2,Vivienda
-83.70264300000001,9.3545563,2024_2,Vivienda
-84.2727365,9.8640314,2024_2,Vivienda
-83.65669199999999,9.450773,2024_2,Vivienda
-84.9713512,10.4563619,2024_2,Vivienda
-83.70264300000001,9.3545563,2024_2,Vivienda
-83.62069699999999,9.243448,2024_2,Vivienda
-84.1382368,9.8899694,2024_2,Vivienda
-84.1303207,9.9927599,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.0736024,9.9810403,2024_2,Vivienda
-83.697328,9.3820721,2024_2,Vivienda
-85.8102212,10.3591316,2024_2,Vivienda
-84.1619788,9.9487877,2024_2,Vivienda
-84.0963568,9.9968552,2024_2,Vivienda
-84.0147195,9.9350432,2024_2,Vivienda
-84.1685722,10.0867332,2024_2,Vivienda
-84.0616709,9.8969706,2024_2,Vivienda
-84.1382368,9.9789823,2024_2,Vivienda
-84.2259162,9.9699321,2024_2,Vivienda
-83.9413462,9.8878815,2024_2,Vivienda
-84.1620162,10.0188419,2024_2,Vivienda
-84.0636523,9.9199447,2024_2,Vivienda
-84.0378483,9.7927483,2024_2,Vivienda
-84.3263581,10.0724318,2024_2,Vivienda
-84.0616709,9.8969706,2024_2,Vivienda
-83.7873853,10.2359,2024_2,Vivienda
-84.1853179,9.9799635,2024_2,Vivienda
-84.1197643,9.9591793,2024_2,Vivienda
-84.09284310000001,9.8545772,2024_2,Vivienda
-84.08745689999999,9.9139211,2024_2,Vivienda
-84.1616634,9.935453,2024_2,Vivienda
-84.0649732,9.9644736,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.0284732,9.9848675,2024_2,Vivienda
-83.45092799999999,9.2067384,2024_2,Vivienda
-84.39189739999999,10.1864136,2024_2,Vivienda
-84.0877818,9.986548,2024_2,Vivienda
-84.055129,10.0182399,2024_2,Vivienda
-83.65669199999999,9.450773,2024_2,Vivienda
-82.8492538,8.4886866,2024_2,Vivienda
-84.0536463,9.9466031,2024_2,Vivienda
-84.1841738,10.0027196,2024_2,Vivienda
-84.1303207,9.9927599,2024_2,Vivienda
-84.11908129999999,9.9828938,2024_2,Vivienda
-83.6946703,9.3709799,2024_2,Vivienda
-84.0373053,9.8854766,2024_2,Vivienda
-83.5696329,9.157166,2024_2,Vivienda
-83.90417459999999,9.8769107,2024_2,Vivienda
-84.05502729999999,9.9069806,2024_2,Vivienda
-84.0768598,9.9452095,2024_2,Vivienda
-83.5916092,9.1947849,2024_2,Vivienda
-83.6640991,9.319375,2024_2,Vivienda
-84.0386633,9.9145505,2024_2,Vivienda
-85.4406747,10.6345964,2024_2,Vivienda
-84.14878999999999,9.9346483,2024_2,Vivienda
-84.0147195,9.9350432,2024_2,Vivienda
-84.0962531,9.9748525,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.0557369,9.9330574,2024_2,Vivienda
-84.1246304,9.950657,2024_2,Vivienda
-83.73516099999999,9.414801,2024_2,Vivienda
-83.9361776,9.8839881,2024_2,Vivienda
-84.0261245,9.9012344,2024_2,Vivienda
-84.4771004,10.3603913,2024_2,Vivienda
-84.4382721,10.391583,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.54449699999999,9.9120855,2024_2,Vivienda
-84.4382721,10.391583,2024_2,Vivienda
-84.1382368,9.8899694,2024_2,Vivienda
-83.3308421,9.1672952,2024_2,Vivienda
-83.6967359,9.3805364,2024_2,Vivienda
-82.9927939,8.8715151,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.0478311,9.9620675,2024_2,Vivienda
-83.6668927,9.4396679,2024_2,Vivienda
-84.21417009999999,10.0159394,2024_2,Vivienda
-84.0478222,9.9620715,2024_2,Vivienda
-85.64913899999999,10.515861,2024_2,Vivienda
-84.0841227,9.8959752,2024_2,Vivienda
-84.0814951,9.8972319,2024_2,Vivienda
-84.1382368,9.8899694,2024_2,Vivienda
-84.0963568,9.9968552,2024_2,Vivienda
-84.2568529,9.994959,2024_2,Vivienda
-83.53160100000001,9.117609,2024_2,Vivienda
-83.6946703,9.3709799,2024_2,Vivienda
-84.233566,9.828684,2024_2,Vivienda
-84.0895419,9.9410462,2024_2,Vivienda
-84.0636523,9.9199447,2024_2,Vivienda
-83.99833579999999,9.9243064,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-83.6780494,9.3817166,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-83.91619349999999,9.8638091,2024_2,Vivienda
-84.0934386,9.8960214,2024_2,Vivienda
-83.697328,9.3820721,2024_2,Vivienda
-83.6135572,10.398632,2024_2,Vivienda
-83.6734049,9.3291979,2024_2,Vivienda
-84.0736024,9.9810403,2024_2,Vivienda
-83.6780574,9.3285905,2024_2,Vivienda
-84.30630029999999,9.9642362,2024_2,Vivienda
-84.0775201,9.964000000000002,2024_2,Vivienda
-83.70264300000001,9.3545563,2024_2,Vivienda
-84.0088103,9.9739072,2024_2,Vivienda
-84.11156729999999,9.9271257,2024_2,Vivienda
-84.4247953,10.0581151,2024_2,Vivienda
-84.0154123,9.9593562,2024_2,Vivienda
-84.1382368,9.8899694,2024_2,Vivienda
-121.8961047,37.3325859,2024_2,Vivienda
-84.0933652,9.9976754,2024_2,Vivienda
-84.0254077,9.8989542,2024_2,Vivienda
-83.91006,9.8450669,2024_2,Vivienda
-84.0885426,10.0046876,2024_2,Vivienda
-84.0780345,9.8807848,2024_2,Vivienda
-84.0808215,9.9077338,2024_2,Vivienda
-84.1336192,9.9420336,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.0768598,9.9326926,2024_2,Vivienda
-84.0719554,9.8904806,2024_2,Vivienda
-84.03128170000001,10.0035298,2024_2,Vivienda
-83.985008,9.9039514,2024_2,Vivienda
-83.7890894,10.2136788,2024_2,Vivienda
-83.7087898,9.4058622,2024_2,Vivienda
-84.1336192,9.9420336,2024_2,Vivienda
-83.8664076,9.839214,2024_2,Vivienda
-83.91619349999999,9.8638091,2024_2,Vivienda
-84.0874238,9.9412232,2024_2,Vivienda
-84.0891445,9.8695611,2024_2,Vivienda
-84.00665459999999,9.9612939,2024_2,Vivienda
-121.8961047,37.3325859,2024_2,Vivienda
-84.0841227,9.8959752,2024_2,Vivienda
-83.5401868,9.2829199,2024_2,Vivienda
-84.06663379999999,9.9282808,2024_2,Vivienda
-83.99833579999999,9.9243064,2024_2,Vivienda
-83.03876079999999,9.9250546,2024_2,Vivienda
-83.94752830000002,9.856480500000002,2024_2,Vivienda
-84.1820735,9.9312697,2024_2,Vivienda
-84.3666708,9.9503879,2024_2,Vivienda
-85.5843632,10.2609675,2024_2,Vivienda
-84.0470318,9.8989015,2024_2,Vivienda
-85.6736083,10.3833509,2024_2,Vivienda
-84.1396797,9.986183,2024_2,Vivienda
-84.09204489999999,9.960083,2024_2,Vivienda
-85.3433404,10.1193015,2024_2,Vivienda
-84.24631880000001,10.0783392,2024_2,Vivienda
-84.0557264,9.9211952,2024_2,Vivienda
-84.0669545,9.9359945,2024_2,Vivienda
-85.4530295,10.1445678,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.102832,9.9116486,2024_2,Vivienda
-84.1382368,9.8899694,2024_2,Vivienda
-83.9254615,9.8625864,2024_2,Vivienda
-84.055222,9.8602,2024_2,Vivienda
-84.15940680000001,9.9984253,2024_2,Vivienda
-84.1820735,9.9312697,2024_2,Vivienda
-84.1118458,9.6174982,2024_2,Vivienda
-84.0484601,9.8383764,2024_2,Vivienda
-84.00626919999999,9.9087675,2024_2,Vivienda
-84.0728979,9.9173268,2024_2,Vivienda
-83.3308421,9.1672952,2024_2,Vivienda
-84.0172628,9.9649682,2024_2,Vivienda
-84.0719554,9.8904806,2024_2,Vivienda
-83.99833579999999,9.9243064,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-83.03876079999999,9.9250546,2024_2,Vivienda
-84.0313305,9.9450697,2024_2,Vivienda
-84.24545200000001,10.0742112,2024_2,Vivienda
-84.0604765,9.9884519,2024_2,Vivienda
-84.3164496,9.849876,2024_2,Vivienda
-83.3256179,9.1731207,2024_2,Vivienda
-84.1382368,9.8899694,2024_2,Vivienda
-84.1685722,10.0867332,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.1085461,10.002815,2024_2,Vivienda
-84.0737352,9.8768018,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-83.6866693,9.3653971,2024_2,Vivienda
-83.7199136,10.5125832,2024_2,Vivienda
-83.7199136,10.5125832,2024_2,Vivienda
-83.6640991,9.319375,2024_2,Vivienda
-84.0557369,9.9330574,2024_2,Vivienda
-84.21417009999999,10.0159394,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.09798579999999,9.9163773,2024_2,Vivienda
-84.06663379999999,9.9282808,2024_2,Vivienda
-83.33618799999999,9.2169531,2024_2,Vivienda
-84.0172628,9.9649682,2024_2,Vivienda
-84.1052462,9.9881435,2024_2,Vivienda
-84.0938603,9.8956246,2024_2,Vivienda
-84.0468736,9.9576128,2024_2,Vivienda
-84.0675334,9.9524434,2024_2,Vivienda
-83.892355,9.9161836,2024_2,Vivienda
-83.7139486,9.3829597,2024_2,Vivienda
-84.0933652,9.8641706,2024_2,Vivienda
-84.0536463,9.9466031,2024_2,Vivienda
-84.0643128,9.9888106,2024_2,Vivienda
-83.70264300000001,9.4070236,2024_2,Vivienda
-84.0907266,9.9255618,2024_2,Vivienda
-84.10631370000002,9.9065146,2024_2,Vivienda
-84.03987149999999,9.9195242,2024_2,Vivienda
-83.4419217,9.1828479,2024_2,Vivienda
-85.6736083,10.3833509,2024_2,Vivienda
-84.0775201,9.964000000000002,2024_2,Vivienda
-84.83732499999999,9.9778231,2024_2,Vivienda
-84.01479069999999,9.9070561,2024_2,Vivienda
-84.380259,9.9787131,2024_2,Vivienda
-85.34656969999999,10.2373905,2024_2,Vivienda
-83.9929431,9.945804100000002,2024_2,Vivienda
-84.08218049999999,9.8666876,2024_2,Vivienda
-84.09284310000001,9.8545772,2024_2,Vivienda
-84.02202980000001,9.9546686,2024_2,Vivienda
-84.0933652,9.8641706,2024_2,Vivienda
-84.0219991,9.9517808,2024_2,Vivienda
-83.5365096,10.1223872,2024_2,Vivienda
-84.2151238,9.9289008,2024_2,Vivienda
-84.2568529,9.994959,2024_2,Vivienda
-84.6669041,9.9933311,2024_2,Vivienda
-84.0808215,9.9077338,2024_2,Vivienda
-84.2844961,10.0887545,2024_2,Vivienda
-83.9468156,9.8400675,2024_2,Vivienda
-84.0895419,9.9410462,2024_2,Vivienda
-84.03047579999999,9.9801511,2024_2,Vivienda
-83.45092799999999,9.2067384,2024_2,Vivienda
-84.0313305,9.9450697,2024_2,Vivienda
-84.0147195,9.9350432,2024_2,Vivienda
-84.0737352,9.8768018,2024_2,Vivienda
-83.97606359999999,9.9069966,2024_2,Vivienda
-84.075209,9.9253628,2024_2,Vivienda
-84.11118580000002,9.9263424,2024_2,Vivienda
-83.6946703,9.3709799,2024_2,Vivienda
-84.0956755,9.9090372,2024_2,Vivienda
-84.1522641,9.9371833,2024_2,Vivienda
-84.0649732,9.9644736,2024_2,Vivienda
-84.0682753,10.0292456,2024_2,Vivienda
-83.7040159,9.3695758,2024_2,Vivienda
-83.3261766,9.0015324,2024_2,Vivienda
-84.0114331,9.9691368,2024_2,Vivienda
-84.1593285,10.0383233,2024_2,Vivienda
-83.9171865,9.8509776,2024_2,Vivienda
-84.15597059999999,10.0968975,2024_2,Vivienda
-84.24631880000001,10.0783392,2024_2,Vivienda
-84.0668151,9.9486765,2024_2,Vivienda
-84.06663379999999,9.9282808,2024_2,Vivienda
-84.0933652,9.8641706,2024_2,Vivienda
-84.0386633,9.9145505,2024_2,Vivienda
-84.127926,9.990164,2024_2,Vivienda
-84.0603563,9.8714498,2024_2,Vivienda
-84.4382721,10.391583,2024_2,Vivienda
-83.985008,9.9039514,2024_2,Vivienda
-83.9521475,9.827251,2024_2,Vivienda
-84.0229598,9.9646063,2024_2,Vivienda
-83.5070203,10.1064393,2024_2,Vivienda
-84.0478311,9.9620675,2024_2,Vivienda
-84.08352839999999,9.9779845,2024_2,Vivienda
-84.0946854,9.9462191,2024_2,Vivienda
-83.9234756,9.8715811,2024_2,Vivienda
-84.1336192,9.9420336,2024_2,Vivienda
-84.180458,9.9924027,2024_2,Vivienda
-83.70264300000001,9.3545563,2024_2,Vivienda
-84.01824479999999,9.9753803,2024_2,Vivienda
-84.055129,10.0182399,2024_2,Vivienda
-84.0643128,9.9888106,2024_2,Vivienda
-83.653877,9.303543,2024_2,Vivienda
-83.97606359999999,9.9069966,2024_2,Vivienda
-83.9880863,9.9060735,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-83.9532571,10.0480579,2024_2,Vivienda
-84.03047579999999,9.9801511,2024_2,Vivienda
-83.3308421,9.1672952,2024_2,Vivienda
-84.09947,9.901608,2024_2,Vivienda
-84.0828458,9.8793771,2024_2,Vivienda
-84.055129,10.0182399,2024_2,Vivienda
-84.0700791,9.9218399,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-83.6615884,9.3719229,2024_2,Vivienda
-83.64512599999999,9.198243,2024_2,Vivienda
-84.02202980000001,9.9546686,2024_2,Vivienda
-84.145657,9.9121515,2024_2,Vivienda
-84.1522641,9.9371833,2024_2,Vivienda
-83.9982517,9.8988004,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-83.6734049,9.3291979,2024_2,Vivienda
-85.09216479999999,10.9259251,2024_2,Vivienda
-83.99599309999999,9.8928489,2024_2,Vivienda
-84.0172628,9.9649682,2024_2,Vivienda
-84.0768598,9.9452095,2024_2,Vivienda
-84.1820735,9.9312697,2024_2,Vivienda
-83.9532571,10.0480579,2024_2,Vivienda
-83.99676819999999,9.9182841,2024_2,Vivienda
-83.9254615,9.8625864,2024_2,Vivienda
-84.0829091,9.8967156,2024_2,Vivienda
-84.3831166,10.0974116,2024_2,Vivienda
-84.1538523,10.0674485,2024_2,Vivienda
-84.0580382,9.8889142,2024_2,Vivienda
-84.0536463,9.9466031,2024_2,Vivienda
-83.6615884,9.3719229,2024_2,Vivienda
-83.4986648,10.105515,2024_2,Vivienda
-84.0592503,9.9213553,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.0470318,9.8989015,2024_2,Vivienda
-84.0567537,9.8946125,2024_2,Vivienda
-84.79567,10.89241,2024_2,Vivienda
-83.9468156,9.8400675,2024_2,Vivienda
-84.0618361,9.8981899,2024_2,Vivienda
-83.9158624,9.8363706,2024_2,Vivienda
-83.90891049999999,9.8282608,2024_2,Vivienda
-83.05184009999999,8.4655843,2024_2,Vivienda
-85.5843632,10.2609675,2024_2,Vivienda
-83.9988846,9.9745118,2024_2,Vivienda
-84.24631880000001,9.9892098,2024_2,Vivienda
-83.98967379999999,9.8433578,2024_2,Vivienda
-83.6734049,9.3291979,2024_2,Vivienda
-85.6306396,11.0708272,2024_2,Vivienda
-84.21417009999999,10.0159394,2024_2,Vivienda
-84.0287963,9.9733715,2024_2,Vivienda
-84.4378495,10.060727,2024_2,Vivienda
-84.08540169999999,9.9104636,2024_2,Vivienda
-83.88573149999999,10.3242897,2024_2,Vivienda
-83.9532571,10.0480579,2024_2,Vivienda
-84.1187745,9.9219557,2024_2,Vivienda
-83.8579053,10.0351735,2024_2,Vivienda
-83.64512599999999,9.198243,2024_2,Vivienda
-83.7214712,9.3694431,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.0451569,9.8918145,2024_2,Vivienda
-83.4051154,9.1671613,2024_2,Vivienda
-83.3308421,9.1672952,2024_2,Vivienda
-84.1522641,9.9371833,2024_2,Vivienda
-84.11908129999999,9.9828938,2024_2,Vivienda
-84.0999468,9.800830500000002,2024_2,Vivienda
-85.6193455,11.1540738,2024_2,Vivienda
-83.9612487,9.9868091,2024_2,Vivienda
-84.0715772,9.9256464,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.0127765,9.903056,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-83.62819189999999,9.2484125,2024_2,Vivienda
-85.09573320000001,10.435529,2024_2,Vivienda
-84.1276671,9.9707921,2024_2,Vivienda
-84.0458176,9.8688951,2024_2,Vivienda
-83.9929431,9.945804100000002,2024_2,Vivienda
-84.1557145,9.9608515,2024_2,Vivienda
-83.99781139999999,9.9409762,2024_2,Vivienda
-84.4382721,10.391583,2024_2,Vivienda
-84.0484601,9.8383764,2024_2,Vivienda
-83.90957259999999,9.8456322,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.0616709,9.8969706,2024_2,Vivienda
-84.150109,9.9611015,2024_2,Vivienda
-84.0870126,9.9508656,2024_2,Vivienda
-84.0261245,9.9012344,2024_2,Vivienda
-84.1389415,9.9052283,2024_2,Vivienda
-84.11118580000002,9.9263424,2024_2,Vivienda
-84.11118580000002,9.9263424,2024_2,Vivienda
-84.00626919999999,9.9087675,2024_2,Vivienda
-84.16086059999999,10.0044907,2024_2,Vivienda
-84.4703574,10.0596253,2024_2,Vivienda
-84.0938603,9.8956246,2024_2,Vivienda
-84.1421945,10.0027113,2024_2,Vivienda
-84.0841227,9.8959752,2024_2,Vivienda
-83.9929431,9.945804100000002,2024_2,Vivienda
-84.0963568,9.9968552,2024_2,Vivienda
-84.02202980000001,9.9546686,2024_2,Vivienda
-84.2050502,9.8382512,2024_2,Vivienda
-84.1909841,9.9576385,2024_2,Vivienda
-84.338745,10.398795,2024_2,Vivienda
-84.3807252,9.9755945,2024_2,Vivienda
-84.3936264,9.9972823,2024_2,Vivienda
-84.10227619999999,9.893165500000002,2024_2,Vivienda
-84.4382721,10.391583,2024_2,Vivienda
-83.97606359999999,9.9069966,2024_2,Vivienda
-84.0299601,9.8852915,2024_2,Vivienda
-84.0567537,9.8946125,2024_2,Vivienda
-84.0273168,10.0382586,2024_2,Vivienda
-84.0643128,9.9888106,2024_2,Vivienda
-83.8989777,10.3049903,2024_2,Vivienda
-84.1820735,9.9312697,2024_2,Vivienda
-84.0682753,10.0292456,2024_2,Vivienda
-85.4406747,10.6345964,2024_2,Vivienda
-84.0603563,9.8714498,2024_2,Vivienda
-83.04150779999999,9.9913106,2024_2,Vivienda
-84.0313305,9.9450697,2024_2,Vivienda
-84.02202980000001,9.9546686,2024_2,Vivienda
-84.1619788,9.9487877,2024_2,Vivienda
-84.0388123,10.0221551,2024_2,Vivienda
-84.02202980000001,9.9546686,2024_2,Vivienda
-83.90957259999999,9.8456322,2024_2,Vivienda
-84.39756709999999,9.9764655,2024_2,Vivienda
-84.16086059999999,10.0044907,2024_2,Vivienda
-84.3164496,9.849876,2024_2,Vivienda
-84.055129,10.0182399,2024_2,Vivienda
-83.7199136,10.5125832,2024_2,Vivienda
-84.18768879999999,10.0236936,2024_2,Vivienda
-84.3699767,9.9495593,2024_2,Vivienda
-84.1490699,9.9851603,2024_2,Vivienda
-83.6640991,9.319375,2024_2,Vivienda
-85.26383919999999,10.1691361,2024_2,Vivienda
-84.41385149999999,10.0292782,2024_2,Vivienda
-84.18768879999999,10.0236936,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-83.29577479999999,9.2703541,2024_2,Vivienda
-84.055129,10.0182399,2024_2,Vivienda
-84.0679451,9.9106354,2024_2,Vivienda
-84.0557264,9.9211952,2024_2,Vivienda
-83.3308421,9.1672952,2024_2,Vivienda
-84.2450019,9.9794442,2024_2,Vivienda
-82.967964,8.867944999999999,2024_2,Vivienda
-83.549606,9.276169,2024_2,Vivienda
-83.766667,9.483333,2024_2,Vivienda
-84.3144283,10.0666256,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.11869709999999,10.0049681,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-83.697328,9.3820721,2024_2,Vivienda
-84.00519369999999,9.90956,2024_2,Vivienda
-84.07085400000001,9.789419,2024_2,Vivienda
-84.0737352,9.8768018,2024_2,Vivienda
-84.01145439999999,10.0101333,2024_2,Vivienda
-84.02929929999999,9.9165561,2024_2,Vivienda
-84.15676540000001,10.0097068,2024_2,Vivienda
-84.1753238,9.9412482,2024_2,Vivienda
-83.6590533,9.4191146,2024_2,Vivienda
-83.6792594,9.4211927,2024_2,Vivienda
-83.9982517,9.8988004,2024_2,Vivienda
-84.0737352,9.8768018,2024_2,Vivienda
-84.04002469999999,9.8684185,2024_2,Vivienda
-84.0580382,9.8889142,2024_2,Vivienda
-84.434604,10.051009,2024_2,Vivienda
-83.6957829,9.3611692,2024_2,Vivienda
-84.2985628,9.8573905,2024_2,Vivienda
-83.9516666,10.3380337,2024_2,Vivienda
-83.99676819999999,9.9182841,2024_2,Vivienda
-84.0779204,9.9799674,2024_2,Vivienda
-84.0567537,9.8946125,2024_2,Vivienda
-84.1909841,9.9576385,2024_2,Vivienda
-84.084783,9.910584,2024_2,Vivienda
-82.8515625,9.741812500000002,2024_2,Vivienda
-83.7555919,9.42998,2024_2,Vivienda
-84.2053868,9.9469317,2024_2,Vivienda
-84.1197643,9.9981413,2024_2,Vivienda
-84.0841227,9.8959752,2024_2,Vivienda
-84.1820735,9.9312697,2024_2,Vivienda
-83.539467,9.271468,2024_2,Vivienda
-83.992806,9.9412369,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.48005529999999,10.5332024,2024_2,Vivienda
-83.556316,10.0252952,2024_2,Vivienda
-83.9880863,9.9060735,2024_2,Vivienda
-84.08540169999999,9.9104636,2024_2,Vivienda
-84.19667299999999,9.8062954,2024_2,Vivienda
-84.0567537,9.8946125,2024_2,Vivienda
-84.150109,9.9611015,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.1822792,9.9631559,2024_2,Vivienda
-84.150109,9.9611015,2024_2,Vivienda
-84.0478222,9.9620715,2024_2,Vivienda
-84.1484602,9.9941219,2024_2,Vivienda
-83.99426559999999,9.7444124,2024_2,Vivienda
-83.80155160000001,9.5643259,2024_2,Vivienda
-83.6734049,9.3291979,2024_2,Vivienda
-83.5916092,9.1947849,2024_2,Vivienda
-84.18689770000002,9.9343213,2024_2,Vivienda
-84.0536463,9.9466031,2024_2,Vivienda
-84.0649732,9.9644736,2024_2,Vivienda
-83.6866091,10.2127003,2024_2,Vivienda
-84.1820735,9.9312697,2024_2,Vivienda
-84.1377342,9.9763035,2024_2,Vivienda
-83.5696329,9.157166,2024_2,Vivienda
-84.1557145,9.9608515,2024_2,Vivienda
-84.0938603,9.8956246,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-84.0956755,9.9090372,2024_2,Vivienda
-84.0303196,9.6396276,2024_2,Vivienda
-83.8785308,9.8414655,2024_2,Vivienda
-84.7707223,9.9866822,2024_2,Vivienda
-84.01499290000001,9.9832874,2024_2,Vivienda
-84.3164496,9.849876,2024_2,Vivienda
-84.0606786,9.8927327,2024_2,Vivienda
-83.97606359999999,9.9069966,2024_2,Vivienda
-84.0719554,9.8904806,2024_2,Vivienda
-84.0643128,9.9888106,2024_2,Vivienda
-84.0479931,9.9847009,2024_2,Vivienda
-84.1336192,9.9420336,2024_2,Vivienda
-84.0411929,10.00997,2024_2,Vivienda
-84.1620162,10.0188419,2024_2,Vivienda
-84.4356468,10.0704225,2024_2,Vivienda
-83.71987899999999,9.3592155,2024_2,Vivienda
-84.1062242,9.8936301,2024_2,Vivienda
-84.0530842,9.9406167,2024_2,Vivienda
-84.667374,9.9906919,2024_2,Vivienda
-84.2459895,9.9206788,2024_2,Vivienda
-84.1620162,10.0188419,2024_2,Vivienda
-84.06663379999999,9.9282808,2024_2,Vivienda
-84.1954478,10.0003984,2024_2,Vivienda
-85.61528,10.4810199,2024_2,Vivienda
-84.0478311,9.9620675,2024_2,Vivienda
-83.6866693,9.3653971,2024_2,Vivienda
-84.0479931,9.9847009,2024_2,Vivienda
-83.3308421,9.1672952,2024_2,Vivienda
-83.7358514,9.1635009,2024_2,Vivienda
-84.0484601,9.8383764,2024_2,Vivienda
-83.5842775,9.8882259,2024_2,Vivienda
-84.0737352,9.8768018,2024_2,Vivienda
-84.1580225,10.0614713,2024_2,Vivienda
-84.2199753,9.9887553,2024_2,Vivienda
-83.682373,9.290063,2024_2,Vivienda
-83.892355,10.2392681,2024_2,Vivienda
-83.379883,10.184003,2024_2,Vivienda
-84.0808215,9.9077338,2024_2,Vivienda
-83.76145199999999,9.394361,2024_2,Vivienda
-84.11147489999999,9.9987964,2024_2,Vivienda
-84.1602576,9.9367357,2024_2,Vivienda
-84.0914262,9.8946709,2024_2,Vivienda
-84.21155209999999,10.0215057,2024_2,Vivienda
-84.300659,9.857633,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.0576196,9.9108836,2024_2,Vivienda
-84.0382366,9.9484913,2024_2,Vivienda
-83.9426214,9.867107,2024_2,Vivienda
-83.99833579999999,9.9243064,2024_2,Vivienda
-84.0218675,9.9131706,2024_2,Vivienda
-84.0386633,9.9145505,2024_2,Vivienda
-84.17030679999999,10.0298816,2024_2,Vivienda
-84.4382721,10.391583,2024_2,Vivienda
-83.71858519999999,9.3575988,2024_2,Vivienda
-85.83710579999999,10.2992746,2024_2,Vivienda
-84.1369175,10.0137547,2024_2,Vivienda
-84.096153,9.669485,2024_2,Vivienda
-84.1354877,9.9134013,2024_2,Vivienda
-83.6825971,9.3774242,2024_2,Vivienda
-84.2050502,9.8382512,2024_2,Vivienda
-84.1032662,9.9554116,2024_2,Vivienda
-83.6881942,9.3563793,2024_2,Vivienda
-83.9982517,9.8988004,2024_2,Vivienda
-84.7289442,10.0529075,2024_2,Vivienda
-84.1052462,9.9881435,2024_2,Vivienda
-84.411667,10.092427,2024_2,Vivienda
-84.0478311,9.9620675,2024_2,Vivienda
-84.0169117,10.0054188,2024_2,Vivienda
-84.1728606,9.9627321,2024_2,Vivienda
-83.9880863,9.9060735,2024_2,Vivienda
-84.13863409999999,9.9022576,2024_2,Vivienda
-84.1318386,10.007124,2024_2,Vivienda
-83.6961197,9.3660235,2024_2,Vivienda
-83.8664076,9.839214,2024_2,Vivienda
-83.8664076,9.839214,2024_2,Vivienda
-84.1522641,9.9371833,2024_2,Vivienda
-84.0449824,9.9526286,2024_2,Vivienda
-84.43333299999999,9.683333,2024_2,Vivienda
-83.67739279999999,9.3996682,2024_2,Vivienda
-84.1237232,10.0190909,2024_2,Vivienda
-85.4530295,10.1445678,2024_2,Vivienda
-84.0616709,9.8969706,2024_2,Vivienda
-84.0768598,9.9452095,2024_2,Vivienda
-84.1103725,9.9334277,2024_2,Vivienda
-84.1176409,10.0162096,2024_2,Vivienda
-84.0907246,9.9280694,2024_2,Vivienda
-83.7965768,10.2196776,2024_2,Vivienda
